County,date,OneWeek_Cumulative_Incidence,TwoWeek_Cumulative_Incidence,OneWeek_Average Positivity,TwoWeek_Average_Positivity,County_size
CLEAR CREEK County,9/23/2021,212.9,596.3,0.075,0.085,"30,000 or less"
CLEAR CREEK County,9/22/2021,255.5,596.3,0.082,0.086,"30,000 or less"
CLEAR CREEK County,9/21/2021,298.1,606.9,0.082,0.094,"30,000 or less"
CLEAR CREEK County,9/20/2021,308.8,585.6,0.083,0.092,"30,000 or less"
CLEAR CREEK County,9/19/2021,308.8,585.6,0.077,0.089,"30,000 or less"
CLEAR CREEK County,9/18/2021,340.7,596.3,0.079,0.086,"30,000 or less"
CLEAR CREEK County,9/17/2021,372.7,606.9,0.104,0.096,"30,000 or less"
CLEAR CREEK County,9/16/2021,383.3,585.6,0.093,0.091,"30,000 or less"
CLEAR CREEK County,9/15/2021,340.7,692.1,0.09,0.102,"30,000 or less"
CLEAR CREEK County,9/14/2021,308.8,702.7,0.11,0.115,"30,000 or less"
CLEAR CREEK County,9/13/2021,276.8,756,0.103,0.118,"30,000 or less"
CLEAR CREEK County,9/12/2021,276.8,734.7,0.105,0.116,"30,000 or less"
CLEAR CREEK County,9/11/2021,255.5,756,0.094,0.119,"30,000 or less"
CLEAR CREEK County,9/10/2021,234.2,787.9,0.087,0.135,"30,000 or less"
CLEAR CREEK County,9/9/2021,202.3,787.9,0.087,0.145,"30,000 or less"
CLEAR CREEK County,9/8/2021,351.4,766.6,0.117,0.141,"30,000 or less"
CLEAR CREEK County,9/7/2021,394,798.6,0.119,0.138,"30,000 or less"
CLEAR CREEK County,9/6/2021,479.1,862.4,0.13,0.148,"30,000 or less"
CLEAR CREEK County,9/5/2021,457.8,830.5,0.125,0.142,"30,000 or less"
CLEAR CREEK County,9/4/2021,500.4,809.2,0.144,0.147,"30,000 or less"
CLEAR CREEK County,9/3/2021,553.7,766.6,0.185,0.151,"30,000 or less"
CLEAR CREEK County,9/2/2021,585.6,787.9,0.193,0.156,"30,000 or less"
CLEAR CREEK County,9/1/2021,415.2,638.8,0.168,0.149,"30,000 or less"
CLEAR CREEK County,8/31/2021,404.6,617.5,0.163,0.148,"30,000 or less"
CLEAR CREEK County,8/30/2021,383.3,543,0.174,0.144,"30,000 or less"
CLEAR CREEK County,8/29/2021,372.7,543,0.164,0.145,"30,000 or less"
CLEAR CREEK County,8/28/2021,308.8,457.8,0.15,0.132,"30,000 or less"
CLEAR CREEK County,8/27/2021,212.9,394,0.106,0.11,"30,000 or less"
CLEAR CREEK County,8/26/2021,202.3,372.7,0.106,0.106,"30,000 or less"
CLEAR CREEK County,8/25/2021,223.6,362,0.126,0.105,"30,000 or less"
CLEAR CREEK County,8/24/2021,212.9,308.8,0.131,0.098,"30,000 or less"
CLEAR CREEK County,8/23/2021,159.7,255.5,0.109,0.083,"30,000 or less"
CLEAR CREEK County,8/22/2021,170.4,266.2,0.121,0.089,"30,000 or less"
CLEAR CREEK County,8/21/2021,149.1,255.5,0.11,0.088,"30,000 or less"
CLEAR CREEK County,8/20/2021,181,298.1,0.116,0.091,"30,000 or less"
CLEAR CREEK County,8/19/2021,170.4,276.8,0.107,0.092,"30,000 or less"
CLEAR CREEK County,8/18/2021,138.4,287.5,0.078,0.084,"30,000 or less"
CLEAR CREEK County,8/17/2021,95.8,244.9,0.052,0.074,"30,000 or less"
CLEAR CREEK County,8/16/2021,95.8,234.2,0.05,0.073,"30,000 or less"
CLEAR CREEK County,8/15/2021,95.8,234.2,0.051,0.073,"30,000 or less"
CLEAR CREEK County,8/14/2021,106.5,244.9,0.061,0.076,"30,000 or less"
CLEAR CREEK County,8/13/2021,117.1,223.6,0.062,0.069,"30,000 or less"
CLEAR CREEK County,8/12/2021,106.5,202.3,0.076,0.069,"30,000 or less"
CLEAR CREEK County,8/11/2021,149.1,212.9,0.09,0.074,"30,000 or less"
CLEAR CREEK County,8/10/2021,149.1,234.2,0.094,0.083,"30,000 or less"
CLEAR CREEK County,8/9/2021,138.4,266.2,0.095,0.092,"30,000 or less"
CLEAR CREEK County,8/8/2021,138.4,276.8,0.092,0.093,"30,000 or less"
CLEAR CREEK County,8/7/2021,138.4,276.8,0.09,0.092,"30,000 or less"
CLEAR CREEK County,8/6/2021,106.5,244.9,0.076,0.086,"30,000 or less"
CLEAR CREEK County,8/5/2021,95.8,234.2,0.061,0.076,"30,000 or less"
CLEAR CREEK County,8/4/2021,63.9,181,0.053,0.07,"30,000 or less"
CLEAR CREEK County,8/3/2021,85.2,202.3,0.069,0.078,"30,000 or less"
CLEAR CREEK County,8/2/2021,127.8,212.9,0.088,0.079,"30,000 or less"
CLEAR CREEK County,8/1/2021,138.4,223.6,0.094,0.083,"30,000 or less"
CLEAR CREEK County,7/31/2021,138.4,234.2,0.094,0.089,"30,000 or less"
CLEAR CREEK County,7/30/2021,138.4,223.6,0.097,0.092,"30,000 or less"
CLEAR CREEK County,7/29/2021,138.4,223.6,0.09,0.092,"30,000 or less"
CLEAR CREEK County,7/28/2021,117.1,202.3,0.088,0.1,"30,000 or less"
CLEAR CREEK County,7/27/2021,117.1,181,0.089,0.096,"30,000 or less"
CLEAR CREEK County,7/26/2021,85.2,138.4,0.069,0.08,"30,000 or less"
CLEAR CREEK County,7/25/2021,85.2,117.1,0.07,0.071,"30,000 or less"
CLEAR CREEK County,7/24/2021,95.8,106.5,0.083,0.071,"30,000 or less"
CLEAR CREEK County,7/23/2021,85.2,95.8,0.085,0.068,"30,000 or less"
CLEAR CREEK County,7/22/2021,85.2,95.8,0.095,0.071,"30,000 or less"
CLEAR CREEK County,7/21/2021,85.2,85.2,0.116,0.077,"30,000 or less"
CLEAR CREEK County,7/20/2021,63.9,74.5,0.108,0.076,"30,000 or less"
CLEAR CREEK County,7/19/2021,53.2,63.9,0.097,0.081,"30,000 or less"
CLEAR CREEK County,7/18/2021,31.9,42.6,0.075,0.067,"30,000 or less"
CLEAR CREEK County,7/17/2021,10.6,31.9,0.041,0.056,"30,000 or less"
CLEAR CREEK County,7/16/2021,10.6,31.9,0.036,0.063,"30,000 or less"
CLEAR CREEK County,7/15/2021,10.6,31.9,0.02,0.059,"30,000 or less"
CLEAR CREEK County,7/14/2021,0,31.9,0.018,0.056,"30,000 or less"
CLEAR CREEK County,7/13/2021,10.6,31.9,0.035,0.057,"30,000 or less"
CLEAR CREEK County,7/12/2021,10.6,31.9,0.058,0.061,"30,000 or less"
CLEAR CREEK County,7/11/2021,10.6,42.6,0.058,0.062,"30,000 or less"
CLEAR CREEK County,7/10/2021,21.3,42.6,0.069,0.062,"30,000 or less"
CLEAR CREEK County,7/9/2021,21.3,42.6,0.091,0.065,"30,000 or less"
CLEAR CREEK County,7/8/2021,21.3,42.6,0.098,0.068,"30,000 or less"
CLEAR CREEK County,7/7/2021,31.9,63.9,0.1,0.08,"30,000 or less"
CLEAR CREEK County,7/6/2021,21.3,63.9,0.082,0.073,"30,000 or less"
CLEAR CREEK County,7/5/2021,21.3,63.9,0.064,0.063,"30,000 or less"
CLEAR CREEK County,7/4/2021,31.9,63.9,0.067,0.065,"30,000 or less"
CLEAR CREEK County,7/3/2021,21.3,63.9,0.051,0.067,"30,000 or less"
CLEAR CREEK County,7/2/2021,21.3,63.9,0.027,0.06,"30,000 or less"
CLEAR CREEK County,7/1/2021,21.3,63.9,0.027,0.06,"30,000 or less"
CLEAR CREEK County,6/30/2021,31.9,53.2,0.053,0.048,"30,000 or less"
CLEAR CREEK County,6/29/2021,42.6,53.2,0.064,0.041,"30,000 or less"
CLEAR CREEK County,6/28/2021,42.6,53.2,0.062,0.038,"30,000 or less"
CLEAR CREEK County,6/27/2021,31.9,42.6,0.064,0.038,"30,000 or less"
CLEAR CREEK County,6/26/2021,42.6,42.6,0.078,0.033,"30,000 or less"
CLEAR CREEK County,6/25/2021,42.6,42.6,0.085,0.033,"30,000 or less"
CLEAR CREEK County,6/24/2021,42.6,42.6,0.085,0.031,"30,000 or less"
CLEAR CREEK County,6/23/2021,21.3,21.3,0.044,0.015,"30,000 or less"
CLEAR CREEK County,6/22/2021,10.6,10.6,0.02,0.008,"30,000 or less"
CLEAR CREEK County,6/21/2021,10.6,21.3,0.018,0.007,"30,000 or less"
CLEAR CREEK County,6/20/2021,10.6,31.9,0.017,0.013,"30,000 or less"
CLEAR CREEK County,6/19/2021,0,21.3,0,0.013,"30,000 or less"
CLEAR CREEK County,6/18/2021,0,31.9,0,0.025,"30,000 or less"
CLEAR CREEK County,6/17/2021,0,42.6,0,0.034,"30,000 or less"
CLEAR CREEK County,6/16/2021,0,53.2,0,0.033,"30,000 or less"
CLEAR CREEK County,6/15/2021,0,53.2,0,0.036,"30,000 or less"
CLEAR CREEK County,6/14/2021,10.6,53.2,0,0.037,"30,000 or less"
CLEAR CREEK County,6/13/2021,21.3,53.2,0.011,0.036,"30,000 or less"
CLEAR CREEK County,6/12/2021,21.3,53.2,0.024,0.037,"30,000 or less"
CLEAR CREEK County,6/11/2021,31.9,53.2,0.047,0.035,"30,000 or less"
CLEAR CREEK County,6/10/2021,42.6,63.9,0.064,0.047,"30,000 or less"
CLEAR CREEK County,6/9/2021,53.2,74.5,0.065,0.052,"30,000 or less"
CLEAR CREEK County,6/8/2021,53.2,95.8,0.068,0.069,"30,000 or less"
CLEAR CREEK County,6/7/2021,42.6,95.8,0.076,0.076,"30,000 or less"
CLEAR CREEK County,6/6/2021,31.9,95.8,0.066,0.074,"30,000 or less"
CLEAR CREEK County,6/5/2021,31.9,117.1,0.052,0.08,"30,000 or less"
CLEAR CREEK County,6/4/2021,21.3,117.1,0.024,0.059,"30,000 or less"
CLEAR CREEK County,6/3/2021,21.3,117.1,0.026,0.056,"30,000 or less"
CLEAR CREEK County,6/2/2021,21.3,138.4,0.038,0.076,"30,000 or less"
CLEAR CREEK County,6/1/2021,42.6,159.7,0.069,0.085,"30,000 or less"
CLEAR CREEK County,5/31/2021,53.2,170.4,0.077,0.085,"30,000 or less"
CLEAR CREEK County,5/30/2021,63.9,170.4,0.08,0.08,"30,000 or less"
CLEAR CREEK County,5/29/2021,85.2,191.7,0.101,0.09,"30,000 or less"
CLEAR CREEK County,5/28/2021,95.8,191.7,0.085,0.091,"30,000 or less"
CLEAR CREEK County,5/27/2021,95.8,181,0.075,0.083,"30,000 or less"
CLEAR CREEK County,5/26/2021,117.1,170.4,0.099,0.074,"30,000 or less"
CLEAR CREEK County,5/25/2021,117.1,159.7,0.095,0.061,"30,000 or less"
CLEAR CREEK County,5/24/2021,117.1,170.4,0.091,0.063,"30,000 or less"
CLEAR CREEK County,5/23/2021,106.5,170.4,0.08,0.064,"30,000 or less"
CLEAR CREEK County,5/22/2021,106.5,170.4,0.082,0.062,"30,000 or less"
CLEAR CREEK County,5/21/2021,95.8,191.7,0.097,0.081,"30,000 or less"
CLEAR CREEK County,5/20/2021,85.2,181,0.091,0.076,"30,000 or less"
CLEAR CREEK County,5/19/2021,53.2,149.1,0.045,0.057,"30,000 or less"
CLEAR CREEK County,5/18/2021,42.6,127.8,0.019,0.046,"30,000 or less"
CLEAR CREEK County,5/17/2021,53.2,117.1,0.033,0.046,"30,000 or less"
CLEAR CREEK County,5/16/2021,63.9,127.8,0.045,0.053,"30,000 or less"
CLEAR CREEK County,5/15/2021,63.9,117.1,0.041,0.048,"30,000 or less"
CLEAR CREEK County,5/14/2021,95.8,127.8,0.066,0.047,"30,000 or less"
CLEAR CREEK County,5/13/2021,95.8,127.8,0.063,0.048,"30,000 or less"
CLEAR CREEK County,5/12/2021,95.8,149.1,0.068,0.055,"30,000 or less"
CLEAR CREEK County,5/11/2021,85.2,149.1,0.073,0.06,"30,000 or less"
CLEAR CREEK County,5/10/2021,63.9,127.8,0.063,0.054,"30,000 or less"
CLEAR CREEK County,5/9/2021,63.9,117.1,0.063,0.05,"30,000 or less"
CLEAR CREEK County,5/8/2021,53.2,95.8,0.057,0.04,"30,000 or less"
CLEAR CREEK County,5/7/2021,31.9,74.5,0.022,0.03,"30,000 or less"
CLEAR CREEK County,5/6/2021,31.9,85.2,0.024,0.036,"30,000 or less"
CLEAR CREEK County,5/5/2021,53.2,85.2,0.04,0.036,"30,000 or less"
CLEAR CREEK County,5/4/2021,63.9,85.2,0.048,0.033,"30,000 or less"
CLEAR CREEK County,5/3/2021,63.9,85.2,0.045,0.038,"30,000 or less"
CLEAR CREEK County,5/2/2021,53.2,74.5,0.037,0.034,"30,000 or less"
CLEAR CREEK County,5/1/2021,42.6,63.9,0.027,0.028,"30,000 or less"
CLEAR CREEK County,4/30/2021,42.6,74.5,0.037,0.041,"30,000 or less"
CLEAR CREEK County,4/29/2021,53.2,74.5,0.043,0.043,"30,000 or less"
CLEAR CREEK County,4/28/2021,31.9,106.5,0.032,0.046,"30,000 or less"
CLEAR CREEK County,4/27/2021,21.3,127.8,0.019,0.045,"30,000 or less"
CLEAR CREEK County,4/26/2021,21.3,127.8,0.03,0.049,"30,000 or less"
CLEAR CREEK County,4/25/2021,21.3,127.8,0.03,0.049,"30,000 or less"
CLEAR CREEK County,4/24/2021,21.3,149.1,0.029,0.052,"30,000 or less"
CLEAR CREEK County,4/23/2021,31.9,149.1,0.046,0.045,"30,000 or less"
CLEAR CREEK County,4/22/2021,21.3,159.7,0.042,0.047,"30,000 or less"
CLEAR CREEK County,4/21/2021,74.5,202.3,0.057,0.054,"30,000 or less"
CLEAR CREEK County,4/20/2021,106.5,212.9,0.067,0.053,"30,000 or less"
CLEAR CREEK County,4/19/2021,106.5,212.9,0.062,0.048,"30,000 or less"
CLEAR CREEK County,4/18/2021,106.5,234.2,0.062,0.054,"30,000 or less"
CLEAR CREEK County,4/17/2021,127.8,255.5,0.067,0.053,"30,000 or less"
CLEAR CREEK County,4/16/2021,117.1,244.9,0.045,0.05,"30,000 or less"
CLEAR CREEK County,4/15/2021,138.4,244.9,0.051,0.048,"30,000 or less"
CLEAR CREEK County,4/14/2021,127.8,212.9,0.052,0.05,"30,000 or less"
CLEAR CREEK County,4/13/2021,106.5,191.7,0.043,0.049,"30,000 or less"
CLEAR CREEK County,4/12/2021,106.5,202.3,0.038,0.047,"30,000 or less"
CLEAR CREEK County,4/11/2021,127.8,202.3,0.048,0.047,"30,000 or less"
CLEAR CREEK County,4/10/2021,127.8,202.3,0.042,0.05,"30,000 or less"
CLEAR CREEK County,4/9/2021,127.8,212.9,0.054,0.058,"30,000 or less"
CLEAR CREEK County,4/8/2021,106.5,202.3,0.045,0.058,"30,000 or less"
CLEAR CREEK County,4/7/2021,85.2,191.7,0.047,0.052,"30,000 or less"
CLEAR CREEK County,4/6/2021,85.2,212.9,0.056,0.053,"30,000 or less"
CLEAR CREEK County,4/5/2021,95.8,223.6,0.059,0.053,"30,000 or less"
CLEAR CREEK County,4/4/2021,74.5,202.3,0.046,0.048,"30,000 or less"
CLEAR CREEK County,4/3/2021,74.5,191.7,0.062,0.058,"30,000 or less"
CLEAR CREEK County,4/2/2021,85.2,212.9,0.066,0.055,"30,000 or less"
CLEAR CREEK County,4/1/2021,95.8,255.5,0.083,0.066,"30,000 or less"
CLEAR CREEK County,3/31/2021,106.5,266.2,0.057,0.065,"30,000 or less"
CLEAR CREEK County,3/30/2021,127.8,255.5,0.051,0.064,"30,000 or less"
CLEAR CREEK County,3/29/2021,127.8,244.9,0.048,0.064,"30,000 or less"
CLEAR CREEK County,3/28/2021,127.8,244.9,0.05,0.063,"30,000 or less"
CLEAR CREEK County,3/27/2021,117.1,234.2,0.055,0.059,"30,000 or less"
CLEAR CREEK County,3/26/2021,127.8,223.6,0.047,0.055,"30,000 or less"
CLEAR CREEK County,3/25/2021,159.7,223.6,0.056,0.058,"30,000 or less"
CLEAR CREEK County,3/24/2021,159.7,223.6,0.074,0.068,"30,000 or less"
CLEAR CREEK County,3/23/2021,127.8,202.3,0.079,0.07,"30,000 or less"
CLEAR CREEK County,3/22/2021,117.1,191.7,0.086,0.073,"30,000 or less"
CLEAR CREEK County,3/21/2021,117.1,191.7,0.081,0.07,"30,000 or less"
CLEAR CREEK County,3/20/2021,117.1,202.3,0.066,0.07,"30,000 or less"
CLEAR CREEK County,3/19/2021,95.8,170.4,0.065,0.068,"30,000 or less"
CLEAR CREEK County,3/18/2021,63.9,127.8,0.061,0.059,"30,000 or less"
CLEAR CREEK County,3/17/2021,63.9,138.4,0.062,0.061,"30,000 or less"
CLEAR CREEK County,3/16/2021,74.5,149.1,0.062,0.058,"30,000 or less"
CLEAR CREEK County,3/15/2021,74.5,149.1,0.062,0.055,"30,000 or less"
CLEAR CREEK County,3/14/2021,74.5,149.1,0.061,0.055,"30,000 or less"
CLEAR CREEK County,3/13/2021,85.2,138.4,0.073,0.053,"30,000 or less"
CLEAR CREEK County,3/12/2021,74.5,138.4,0.07,0.053,"30,000 or less"
CLEAR CREEK County,3/11/2021,63.9,159.7,0.056,0.046,"30,000 or less"
CLEAR CREEK County,3/10/2021,74.5,127.8,0.06,0.035,"30,000 or less"
CLEAR CREEK County,3/9/2021,74.5,117.1,0.053,0.033,"30,000 or less"
CLEAR CREEK County,3/8/2021,74.5,117.1,0.048,0.032,"30,000 or less"
CLEAR CREEK County,3/7/2021,74.5,127.8,0.049,0.032,"30,000 or less"
CLEAR CREEK County,3/6/2021,53.2,106.5,0.03,0.027,"30,000 or less"
CLEAR CREEK County,3/5/2021,63.9,117.1,0.035,0.027,"30,000 or less"
CLEAR CREEK County,3/4/2021,95.8,127.8,0.039,0.03,"30,000 or less"
CLEAR CREEK County,3/3/2021,53.2,85.2,0.017,0.018,"30,000 or less"
CLEAR CREEK County,3/2/2021,42.6,74.5,0.018,0.019,"30,000 or less"
CLEAR CREEK County,3/1/2021,42.6,74.5,0.018,0.02,"30,000 or less"
CLEAR CREEK County,2/28/2021,53.2,85.2,0.018,0.024,"30,000 or less"
CLEAR CREEK County,2/27/2021,53.2,85.2,0.024,0.024,"30,000 or less"
CLEAR CREEK County,2/26/2021,53.2,85.2,0.019,0.024,"30,000 or less"
CLEAR CREEK County,2/25/2021,31.9,63.9,0.017,0.02,"30,000 or less"
CLEAR CREEK County,2/24/2021,31.9,85.2,0.022,0.033,"30,000 or less"
CLEAR CREEK County,2/23/2021,31.9,95.8,0.022,0.036,"30,000 or less"
CLEAR CREEK County,2/22/2021,31.9,106.5,0.024,0.035,"30,000 or less"
CLEAR CREEK County,2/21/2021,31.9,95.8,0.036,0.035,"30,000 or less"
CLEAR CREEK County,2/20/2021,31.9,95.8,0.024,0.031,"30,000 or less"
CLEAR CREEK County,2/19/2021,31.9,85.2,0.032,0.03,"30,000 or less"
CLEAR CREEK County,2/18/2021,31.9,95.8,0.023,0.03,"30,000 or less"
CLEAR CREEK County,2/17/2021,53.2,95.8,0.039,0.029,"30,000 or less"
CLEAR CREEK County,2/16/2021,63.9,106.5,0.045,0.028,"30,000 or less"
CLEAR CREEK County,2/15/2021,74.5,106.5,0.041,0.03,"30,000 or less"
CLEAR CREEK County,2/14/2021,63.9,106.5,0.035,0.03,"30,000 or less"
CLEAR CREEK County,2/13/2021,63.9,117.1,0.034,0.03,"30,000 or less"
CLEAR CREEK County,2/12/2021,53.2,106.5,0.028,0.027,"30,000 or less"
CLEAR CREEK County,2/11/2021,63.9,117.1,0.036,0.029,"30,000 or less"
CLEAR CREEK County,2/10/2021,42.6,106.5,0.019,0.021,"30,000 or less"
CLEAR CREEK County,2/9/2021,42.6,117.1,0.012,0.021,"30,000 or less"
CLEAR CREEK County,2/8/2021,31.9,106.5,0.019,0.021,"30,000 or less"
CLEAR CREEK County,2/7/2021,42.6,106.5,0.024,0.021,"30,000 or less"
CLEAR CREEK County,2/6/2021,53.2,106.5,0.025,0.021,"30,000 or less"
CLEAR CREEK County,2/5/2021,53.2,138.4,0.026,0.032,"30,000 or less"
CLEAR CREEK County,2/4/2021,53.2,127.8,0.021,0.028,"30,000 or less"
CLEAR CREEK County,2/3/2021,63.9,138.4,0.024,0.029,"30,000 or less"
CLEAR CREEK County,2/2/2021,74.5,149.1,0.033,0.033,"30,000 or less"
CLEAR CREEK County,2/1/2021,74.5,159.7,0.025,0.033,"30,000 or less"
CLEAR CREEK County,1/31/2021,63.9,149.1,0.016,0.03,"30,000 or less"
CLEAR CREEK County,1/30/2021,53.2,170.4,0.016,0.036,"30,000 or less"
CLEAR CREEK County,1/29/2021,85.2,191.7,0.037,0.038,"30,000 or less"
CLEAR CREEK County,1/28/2021,74.5,181,0.033,0.046,"30,000 or less"
CLEAR CREEK County,1/27/2021,74.5,202.3,0.033,0.053,"30,000 or less"
CLEAR CREEK County,1/26/2021,74.5,244.9,0.033,0.062,"30,000 or less"
CLEAR CREEK County,1/25/2021,85.2,266.2,0.038,0.067,"30,000 or less"
CLEAR CREEK County,1/24/2021,85.2,276.8,0.038,0.066,"30,000 or less"
CLEAR CREEK County,1/23/2021,117.1,330.1,0.047,0.074,"30,000 or less"
CLEAR CREEK County,1/22/2021,106.5,319.4,0.039,0.067,"30,000 or less"
CLEAR CREEK County,1/21/2021,106.5,330.1,0.055,0.065,"30,000 or less"
CLEAR CREEK County,1/20/2021,127.8,330.1,0.068,0.066,"30,000 or less"
CLEAR CREEK County,1/19/2021,170.4,330.1,0.085,0.066,"30,000 or less"
CLEAR CREEK County,1/18/2021,181,383.3,0.091,0.073,"30,000 or less"
CLEAR CREEK County,1/17/2021,191.7,404.6,0.09,0.074,"30,000 or less"
CLEAR CREEK County,1/16/2021,212.9,447.2,0.1,0.081,"30,000 or less"
CLEAR CREEK County,1/15/2021,212.9,447.2,0.101,0.084,"30,000 or less"
CLEAR CREEK County,1/14/2021,223.6,479.1,0.073,0.081,"30,000 or less"
CLEAR CREEK County,1/13/2021,202.3,500.4,0.064,0.082,"30,000 or less"
CLEAR CREEK County,1/12/2021,159.7,447.2,0.049,0.076,"30,000 or less"
CLEAR CREEK County,1/11/2021,202.3,479.1,0.058,0.078,"30,000 or less"
CLEAR CREEK County,1/10/2021,212.9,468.5,0.061,0.078,"30,000 or less"
CLEAR CREEK County,1/9/2021,234.2,457.8,0.068,0.071,"30,000 or less"
CLEAR CREEK County,1/8/2021,234.2,447.2,0.071,0.076,"30,000 or less"
CLEAR CREEK County,1/7/2021,255.5,457.8,0.09,0.079,"30,000 or less"
CLEAR CREEK County,1/6/2021,298.1,479.1,0.101,0.074,"30,000 or less"
CLEAR CREEK County,1/5/2021,287.5,468.5,0.109,0.075,"30,000 or less"
CLEAR CREEK County,1/4/2021,276.8,415.2,0.106,0.066,"30,000 or less"
CLEAR CREEK County,1/3/2021,255.5,425.9,0.1,0.068,"30,000 or less"
CLEAR CREEK County,1/2/2021,223.6,436.5,0.075,0.058,"30,000 or less"
CLEAR CREEK County,1/1/2021,212.9,436.5,0.084,0.058,"30,000 or less"
CLEAR CREEK County,12/31/2020,202.3,468.5,0.068,0.059,"30,000 or less"
CLEAR CREEK County,12/30/2020,181,425.9,0.053,0.054,"30,000 or less"
CLEAR CREEK County,12/29/2020,181,425.9,0.049,0.054,"30,000 or less"
CLEAR CREEK County,12/28/2020,138.4,372.7,0.039,0.047,"30,000 or less"
CLEAR CREEK County,12/27/2020,170.4,404.6,0.046,0.051,"30,000 or less"
CLEAR CREEK County,12/26/2020,212.9,394,0.046,0.048,"30,000 or less"
CLEAR CREEK County,12/25/2020,223.6,394,0.043,0.044,"30,000 or less"
CLEAR CREEK County,12/24/2020,266.2,415.2,0.053,0.051,"30,000 or less"
CLEAR CREEK County,12/23/2020,244.9,425.9,0.056,0.054,"30,000 or less"
CLEAR CREEK County,12/22/2020,244.9,436.5,0.058,0.055,"30,000 or less"
CLEAR CREEK County,12/21/2020,234.2,436.5,0.054,0.056,"30,000 or less"
CLEAR CREEK County,12/20/2020,234.2,415.2,0.055,0.055,"30,000 or less"
CLEAR CREEK County,12/19/2020,181,394,0.05,0.061,"30,000 or less"
CLEAR CREEK County,12/18/2020,170.4,468.5,0.046,0.073,"30,000 or less"
CLEAR CREEK County,12/17/2020,149.1,425.9,0.048,0.075,"30,000 or less"
CLEAR CREEK County,12/16/2020,181,425.9,0.052,0.077,"30,000 or less"
CLEAR CREEK County,12/15/2020,191.7,468.5,0.052,0.081,"30,000 or less"
CLEAR CREEK County,12/14/2020,202.3,479.1,0.058,0.086,"30,000 or less"
CLEAR CREEK County,12/13/2020,181,468.5,0.055,0.087,"30,000 or less"
CLEAR CREEK County,12/12/2020,212.9,479.1,0.075,0.096,"30,000 or less"
CLEAR CREEK County,12/11/2020,298.1,489.8,0.101,0.095,"30,000 or less"
CLEAR CREEK County,12/10/2020,276.8,457.8,0.102,0.095,"30,000 or less"
CLEAR CREEK County,12/9/2020,244.9,447.2,0.105,0.093,"30,000 or less"
CLEAR CREEK County,12/8/2020,276.8,500.4,0.12,0.103,"30,000 or less"
CLEAR CREEK County,12/7/2020,276.8,532.4,0.12,0.102,"30,000 or less"
CLEAR CREEK County,12/6/2020,287.5,553.7,0.124,0.105,"30,000 or less"
CLEAR CREEK County,12/5/2020,266.2,511.1,0.121,0.097,"30,000 or less"
CLEAR CREEK County,12/4/2020,191.7,479.1,0.087,0.093,"30,000 or less"
CLEAR CREEK County,12/3/2020,181,479.1,0.086,0.098,"30,000 or less"
CLEAR CREEK County,12/2/2020,202.3,585.6,0.079,0.105,"30,000 or less"
CLEAR CREEK County,12/1/2020,223.6,553.7,0.085,0.1,"30,000 or less"
CLEAR CREEK County,11/30/2020,255.5,553.7,0.081,0.1,"30,000 or less"
CLEAR CREEK County,11/29/2020,266.2,564.3,0.085,0.103,"30,000 or less"
CLEAR CREEK County,11/28/2020,244.9,532.4,0.078,0.101,"30,000 or less"
CLEAR CREEK County,11/27/2020,287.5,564.3,0.098,0.105,"30,000 or less"
CLEAR CREEK County,11/26/2020,298.1,702.7,0.106,0.105,"30,000 or less"
CLEAR CREEK County,11/25/2020,383.3,734.7,0.123,0.116,"30,000 or less"
CLEAR CREEK County,11/24/2020,330.1,681.4,0.11,0.111,"30,000 or less"
CLEAR CREEK County,11/23/2020,298.1,638.8,0.114,0.111,"30,000 or less"
CLEAR CREEK County,11/22/2020,298.1,638.8,0.115,0.107,"30,000 or less"
CLEAR CREEK County,11/21/2020,287.5,724,0.129,0.117,"30,000 or less"
CLEAR CREEK County,11/20/2020,276.8,681.4,0.111,0.111,"30,000 or less"
CLEAR CREEK County,11/19/2020,404.6,681.4,0.104,0.102,"30,000 or less"
CLEAR CREEK County,11/18/2020,351.4,585.6,0.107,0.091,"30,000 or less"
CLEAR CREEK County,11/17/2020,351.4,585.6,0.112,0.089,"30,000 or less"
CLEAR CREEK County,11/16/2020,340.7,585.6,0.107,0.083,"30,000 or less"
CLEAR CREEK County,11/15/2020,340.7,553.7,0.097,0.078,"30,000 or less"
CLEAR CREEK County,11/14/2020,436.5,575,0.109,0.083,"30,000 or less"
CLEAR CREEK County,11/13/2020,404.6,553.7,0.11,0.086,"30,000 or less"
CLEAR CREEK County,11/12/2020,276.8,521.7,0.098,0.091,"30,000 or less"
CLEAR CREEK County,11/11/2020,234.2,468.5,0.073,0.078,"30,000 or less"
CLEAR CREEK County,11/10/2020,234.2,468.5,0.066,0.076,"30,000 or less"
CLEAR CREEK County,11/9/2020,244.9,468.5,0.062,0.076,"30,000 or less"
CLEAR CREEK County,11/8/2020,212.9,447.2,0.059,0.076,"30,000 or less"
CLEAR CREEK County,11/7/2020,138.4,351.4,0.052,0.064,"30,000 or less"
CLEAR CREEK County,11/6/2020,149.1,362,0.059,0.066,"30,000 or less"
CLEAR CREEK County,11/5/2020,244.9,351.4,0.084,0.067,"30,000 or less"
CLEAR CREEK County,11/4/2020,234.2,351.4,0.083,0.07,"30,000 or less"
CLEAR CREEK County,11/3/2020,234.2,330.1,0.087,0.072,"30,000 or less"
