County,date,OneWeek_Cumulative_Incidence,TwoWeek_Cumulative_Incidence,OneWeek_Average Positivity,TwoWeek_Average_Positivity,County_size
CLEAR CREEK County,11/2/2020,223.6,330.1,0.098,0.078,"30,000 or less"
CLEAR CREEK County,11/1/2020,234.2,330.1,0.098,0.07,"30,000 or less"
CLEAR CREEK County,10/31/2020,212.9,319.4,0.078,0.064,"30,000 or less"
CLEAR CREEK County,10/30/2020,212.9,287.5,0.075,0.058,"30,000 or less"
CLEAR CREEK County,10/29/2020,106.5,159.7,0.04,0.032,"30,000 or less"
CLEAR CREEK County,10/28/2020,117.1,149.1,0.048,0.033,"30,000 or less"
CLEAR CREEK County,10/27/2020,95.8,149.1,0.048,0.039,"30,000 or less"
CLEAR CREEK County,10/26/2020,106.5,149.1,0.05,0.039,"30,000 or less"
CLEAR CREEK County,10/25/2020,95.8,149.1,0.032,0.035,"30,000 or less"
CLEAR CREEK County,10/24/2020,106.5,138.4,0.043,0.035,"30,000 or less"
CLEAR CREEK County,10/23/2020,74.5,138.4,0.028,0.033,"30,000 or less"
CLEAR CREEK County,10/22/2020,53.2,149.1,0.021,0.036,"30,000 or less"
CLEAR CREEK County,10/21/2020,31.9,127.8,0.014,0.031,"30,000 or less"
CLEAR CREEK County,10/20/2020,53.2,159.7,0.029,0.04,"30,000 or less"
CLEAR CREEK County,10/19/2020,42.6,149.1,0.026,0.04,"30,000 or less"
CLEAR CREEK County,10/18/2020,53.2,149.1,0.038,0.047,"30,000 or less"
CLEAR CREEK County,10/17/2020,31.9,127.8,0.024,0.041,"30,000 or less"
CLEAR CREEK County,10/16/2020,63.9,170.4,0.039,0.051,"30,000 or less"
CLEAR CREEK County,10/15/2020,95.8,212.9,0.048,0.059,"30,000 or less"
CLEAR CREEK County,10/14/2020,95.8,212.9,0.044,0.059,"30,000 or less"
CLEAR CREEK County,10/13/2020,106.5,191.7,0.049,0.052,"30,000 or less"
CLEAR CREEK County,10/12/2020,106.5,202.3,0.051,0.05,"30,000 or less"
CLEAR CREEK County,10/11/2020,95.8,191.7,0.056,0.05,"30,000 or less"
CLEAR CREEK County,10/10/2020,95.8,212.9,0.056,0.051,"30,000 or less"
CLEAR CREEK County,10/9/2020,106.5,181,0.065,0.046,"30,000 or less"
CLEAR CREEK County,10/8/2020,117.1,149.1,0.072,0.043,"30,000 or less"
CLEAR CREEK County,10/7/2020,117.1,149.1,0.076,0.042,"30,000 or less"
CLEAR CREEK County,10/6/2020,85.2,117.1,0.054,0.034,"30,000 or less"
CLEAR CREEK County,10/5/2020,95.8,117.1,0.048,0.034,"30,000 or less"
CLEAR CREEK County,10/4/2020,95.8,117.1,0.046,0.034,"30,000 or less"
CLEAR CREEK County,10/3/2020,117.1,117.1,0.048,0.035,"30,000 or less"
CLEAR CREEK County,10/2/2020,74.5,85.2,0.033,0.027,"30,000 or less"
CLEAR CREEK County,10/1/2020,31.9,42.6,0.017,0.014,"30,000 or less"
CLEAR CREEK County,9/30/2020,31.9,42.6,0.016,0.014,"30,000 or less"
CLEAR CREEK County,9/29/2020,31.9,42.6,0.017,0.014,"30,000 or less"
CLEAR CREEK County,9/28/2020,21.3,31.9,0.015,0.013,"30,000 or less"
CLEAR CREEK County,9/27/2020,21.3,31.9,0.016,0.013,"30,000 or less"
CLEAR CREEK County,9/26/2020,0,10.6,0,0.005,"30,000 or less"
CLEAR CREEK County,9/25/2020,10.6,10.6,0.013,0.005,"30,000 or less"
CLEAR CREEK County,9/24/2020,10.6,10.6,0.009,0.005,"30,000 or less"
CLEAR CREEK County,9/23/2020,10.6,10.6,0.01,0.006,"30,000 or less"
CLEAR CREEK County,9/22/2020,10.6,10.6,0.01,0.006,"30,000 or less"
CLEAR CREEK County,9/21/2020,10.6,10.6,0.01,0.007,"30,000 or less"
CLEAR CREEK County,9/20/2020,10.6,10.6,0.01,0.007,"30,000 or less"
CLEAR CREEK County,9/19/2020,10.6,10.6,0.01,0.007,"30,000 or less"
CLEAR CREEK County,9/18/2020,0,0,0,0,"30,000 or less"
CLEAR CREEK County,9/17/2020,0,0,0,0,"30,000 or less"
CLEAR CREEK County,9/16/2020,0,0,0,0,"30,000 or less"
CLEAR CREEK County,9/15/2020,0,10.6,0,0,"30,000 or less"
CLEAR CREEK County,9/14/2020,0,10.6,0,0,"30,000 or less"
CLEAR CREEK County,9/13/2020,0,10.6,0,0,"30,000 or less"
CLEAR CREEK County,9/12/2020,0,10.6,0,0,"30,000 or less"
CLEAR CREEK County,9/11/2020,0,21.3,0,0.007,"30,000 or less"
CLEAR CREEK County,9/10/2020,0,21.3,0,0.006,"30,000 or less"
CLEAR CREEK County,9/9/2020,0,21.3,0,0.006,"30,000 or less"
CLEAR CREEK County,9/8/2020,10.6,21.3,0,0.006,"30,000 or less"
CLEAR CREEK County,9/7/2020,10.6,21.3,0,0.006,"30,000 or less"
CLEAR CREEK County,9/6/2020,10.6,21.3,0,0.006,"30,000 or less"
CLEAR CREEK County,9/5/2020,10.6,21.3,0,0.006,"30,000 or less"
CLEAR CREEK County,9/4/2020,21.3,53.2,0.008,0.021,"30,000 or less"
CLEAR CREEK County,9/3/2020,21.3,53.2,0.009,0.024,"30,000 or less"
CLEAR CREEK County,9/2/2020,21.3,53.2,0.009,0.024,"30,000 or less"
CLEAR CREEK County,9/1/2020,10.6,42.6,0.009,0.024,"30,000 or less"
CLEAR CREEK County,8/31/2020,10.6,42.6,0.01,0.021,"30,000 or less"
CLEAR CREEK County,8/30/2020,10.6,42.6,0.01,0.018,"30,000 or less"
CLEAR CREEK County,8/29/2020,10.6,42.6,0.012,0.02,"30,000 or less"
CLEAR CREEK County,8/28/2020,31.9,31.9,0.04,0.019,"30,000 or less"
CLEAR CREEK County,8/27/2020,31.9,31.9,0.053,0.018,"30,000 or less"
CLEAR CREEK County,8/26/2020,31.9,31.9,0.054,0.018,"30,000 or less"
CLEAR CREEK County,8/25/2020,31.9,31.9,0.049,0.017,"30,000 or less"
CLEAR CREEK County,8/24/2020,31.9,31.9,0.033,0.017,"30,000 or less"
CLEAR CREEK County,8/23/2020,31.9,31.9,0.025,0.016,"30,000 or less"
CLEAR CREEK County,8/22/2020,31.9,31.9,0.025,0.016,"30,000 or less"
CLEAR CREEK County,8/21/2020,0,0,0.007,0.004,"30,000 or less"
CLEAR CREEK County,8/20/2020,0,0,0.006,0.004,"30,000 or less"
CLEAR CREEK County,8/19/2020,0,10.6,0.006,0.004,"30,000 or less"
CLEAR CREEK County,8/18/2020,0,10.6,0.006,0.004,"30,000 or less"
CLEAR CREEK County,8/17/2020,0,31.9,0.007,0.008,"30,000 or less"
CLEAR CREEK County,8/16/2020,0,31.9,0.008,0.007,"30,000 or less"
CLEAR CREEK County,8/15/2020,0,31.9,0.008,0.007,"30,000 or less"
CLEAR CREEK County,8/14/2020,0,42.6,0,0.008,"30,000 or less"
CLEAR CREEK County,8/13/2020,0,42.6,0,0.009,"30,000 or less"
CLEAR CREEK County,8/12/2020,10.6,42.6,0,0.009,"30,000 or less"
CLEAR CREEK County,8/11/2020,10.6,42.6,0,0.009,"30,000 or less"
CLEAR CREEK County,8/10/2020,31.9,42.6,0.009,0.006,"30,000 or less"
CLEAR CREEK County,8/9/2020,31.9,42.6,0.007,0.007,"30,000 or less"
CLEAR CREEK County,8/8/2020,31.9,53.2,0.007,0.01,"30,000 or less"
CLEAR CREEK County,8/7/2020,42.6,63.9,0.012,0.013,"30,000 or less"
CLEAR CREEK County,8/6/2020,42.6,63.9,0.013,0.013,"30,000 or less"
CLEAR CREEK County,8/5/2020,31.9,53.2,0.016,0.015,"30,000 or less"
CLEAR CREEK County,8/4/2020,31.9,53.2,0.017,0.014,"30,000 or less"
CLEAR CREEK County,8/3/2020,10.6,31.9,0.005,0.01,"30,000 or less"
CLEAR CREEK County,8/2/2020,10.6,42.6,0.006,0.012,"30,000 or less"
CLEAR CREEK County,8/1/2020,21.3,42.6,0.012,0.012,"30,000 or less"
CLEAR CREEK County,7/31/2020,21.3,31.9,0.014,0.01,"30,000 or less"
CLEAR CREEK County,7/30/2020,21.3,31.9,0.014,0.009,"30,000 or less"
CLEAR CREEK County,7/29/2020,21.3,53.2,0.014,0.011,"30,000 or less"
CLEAR CREEK County,7/28/2020,21.3,53.2,0.013,0.01,"30,000 or less"
CLEAR CREEK County,7/27/2020,21.3,53.2,0.024,0.014,"30,000 or less"
CLEAR CREEK County,7/26/2020,31.9,53.2,0.017,0.014,"30,000 or less"
CLEAR CREEK County,7/25/2020,21.3,42.6,0.012,0.01,"30,000 or less"
CLEAR CREEK County,7/24/2020,10.6,31.9,0.006,0.007,"30,000 or less"
CLEAR CREEK County,7/23/2020,10.6,31.9,0.005,0.006,"30,000 or less"
CLEAR CREEK County,7/22/2020,31.9,31.9,0.009,0.006,"30,000 or less"
CLEAR CREEK County,7/21/2020,31.9,31.9,0.009,0.006,"30,000 or less"
CLEAR CREEK County,7/20/2020,31.9,31.9,0.01,0.007,"30,000 or less"
CLEAR CREEK County,7/19/2020,21.3,21.3,0.009,0.005,"30,000 or less"
CLEAR CREEK County,7/18/2020,21.3,21.3,0.008,0.005,"30,000 or less"
CLEAR CREEK County,7/17/2020,21.3,42.6,0.008,0.011,"30,000 or less"
CLEAR CREEK County,7/16/2020,21.3,42.6,0.008,0.012,"30,000 or less"
CLEAR CREEK County,7/15/2020,0,21.3,0,0.01,"30,000 or less"
CLEAR CREEK County,7/14/2020,0,21.3,0,0.01,"30,000 or less"
CLEAR CREEK County,7/13/2020,0,31.9,0,0.015,"30,000 or less"
CLEAR CREEK County,7/12/2020,0,31.9,0,0.015,"30,000 or less"
CLEAR CREEK County,7/11/2020,0,31.9,0,0.015,"30,000 or less"
CLEAR CREEK County,7/10/2020,21.3,31.9,0.014,0.016,"30,000 or less"
CLEAR CREEK County,7/9/2020,21.3,31.9,0.016,0.02,"30,000 or less"
CLEAR CREEK County,7/8/2020,21.3,31.9,0.019,0.022,"30,000 or less"
CLEAR CREEK County,7/7/2020,21.3,31.9,0.02,0.022,"30,000 or less"
CLEAR CREEK County,7/6/2020,31.9,31.9,0.025,0.022,"30,000 or less"
CLEAR CREEK County,7/5/2020,31.9,31.9,0.025,0.019,"30,000 or less"
CLEAR CREEK County,7/4/2020,31.9,31.9,0.024,0.019,"30,000 or less"
CLEAR CREEK County,7/3/2020,10.6,10.6,0.019,0.015,"30,000 or less"
CLEAR CREEK County,7/2/2020,10.6,10.6,0.025,0.019,"30,000 or less"
CLEAR CREEK County,7/1/2020,10.6,10.6,0.025,0.019,"30,000 or less"
CLEAR CREEK County,6/30/2020,10.6,21.3,0.025,0.025,"30,000 or less"
CLEAR CREEK County,6/29/2020,0,10.6,0.017,0.02,"30,000 or less"
CLEAR CREEK County,6/28/2020,0,10.6,0.011,0.02,"30,000 or less"
CLEAR CREEK County,6/27/2020,0,10.6,0.012,0.02,"30,000 or less"
CLEAR CREEK County,6/26/2020,0,10.6,0.013,0.02,"30,000 or less"
CLEAR CREEK County,6/25/2020,0,10.6,0.012,0.017,"30,000 or less"
CLEAR CREEK County,6/24/2020,0,10.6,0.013,0.015,"30,000 or less"
CLEAR CREEK County,6/23/2020,10.6,10.6,0.024,0.014,"30,000 or less"
CLEAR CREEK County,6/22/2020,10.6,10.6,0.023,0.012,"30,000 or less"
CLEAR CREEK County,6/21/2020,10.6,10.6,0.034,0.014,"30,000 or less"
CLEAR CREEK County,6/20/2020,10.6,10.6,0.03,0.014,"30,000 or less"
CLEAR CREEK County,6/19/2020,10.6,10.6,0.029,0.014,"30,000 or less"
CLEAR CREEK County,6/18/2020,10.6,10.6,0.025,0.006,"30,000 or less"
CLEAR CREEK County,6/17/2020,10.6,10.6,0.019,0.006,"30,000 or less"
CLEAR CREEK County,6/16/2020,0,0,0,0,"30,000 or less"
CLEAR CREEK County,6/15/2020,0,0,0,0,"30,000 or less"
CLEAR CREEK County,6/14/2020,0,0,0,0,"30,000 or less"
CLEAR CREEK County,6/13/2020,0,10.6,0,0.006,"30,000 or less"
CLEAR CREEK County,6/12/2020,0,10.6,0,0.006,"30,000 or less"
CLEAR CREEK County,6/11/2020,0,10.6,0,0.006,"30,000 or less"
CLEAR CREEK County,6/10/2020,0,10.6,0,0.005,"30,000 or less"
CLEAR CREEK County,6/9/2020,0,10.6,0,0.005,"30,000 or less"
CLEAR CREEK County,6/8/2020,0,10.6,0,0.006,"30,000 or less"
CLEAR CREEK County,6/7/2020,0,10.6,0,0.006,"30,000 or less"
CLEAR CREEK County,6/6/2020,10.6,10.6,0.011,0.006,"30,000 or less"
CLEAR CREEK County,6/5/2020,10.6,10.6,0.011,0.012,"30,000 or less"
CLEAR CREEK County,6/4/2020,10.6,10.6,0.023,0.016,"30,000 or less"
CLEAR CREEK County,6/3/2020,10.6,10.6,0.01,0.015,"30,000 or less"
CLEAR CREEK County,6/2/2020,10.6,21.3,0.011,0.015,"30,000 or less"
CLEAR CREEK County,6/1/2020,10.6,21.3,0.011,0.015,"30,000 or less"
CLEAR CREEK County,5/31/2020,10.6,21.3,0.011,0.015,"30,000 or less"
CLEAR CREEK County,5/30/2020,0,10.6,0,0.008,"30,000 or less"
CLEAR CREEK County,5/29/2020,0,21.3,0.012,0.016,"30,000 or less"
CLEAR CREEK County,5/28/2020,0,21.3,0.013,0.017,"30,000 or less"
CLEAR CREEK County,5/27/2020,0,21.3,0.025,0.032,"30,000 or less"
CLEAR CREEK County,5/26/2020,10.6,21.3,0.025,0.033,"30,000 or less"
CLEAR CREEK County,5/25/2020,10.6,21.3,0.025,0.034,"30,000 or less"
CLEAR CREEK County,5/24/2020,10.6,31.9,0.024,0.034,"30,000 or less"
CLEAR CREEK County,5/23/2020,10.6,31.9,0.021,0.033,"30,000 or less"
CLEAR CREEK County,5/22/2020,21.3,31.9,0.023,0.017,"30,000 or less"
CLEAR CREEK County,5/21/2020,21.3,42.6,0.025,0.036,"30,000 or less"
CLEAR CREEK County,5/20/2020,21.3,42.6,0.043,0.048,"30,000 or less"
CLEAR CREEK County,5/19/2020,10.6,31.9,0.048,0.05,"30,000 or less"
CLEAR CREEK County,5/18/2020,10.6,31.9,0.053,0.051,"30,000 or less"
CLEAR CREEK County,5/17/2020,21.3,31.9,0.059,0.053,"30,000 or less"
CLEAR CREEK County,5/16/2020,21.3,31.9,0.071,0.059,"30,000 or less"
CLEAR CREEK County,5/15/2020,10.6,21.3,0,0.031,"30,000 or less"
CLEAR CREEK County,5/14/2020,21.3,21.3,0.067,0.033,"30,000 or less"
CLEAR CREEK County,5/13/2020,21.3,21.3,0.053,0.03,"30,000 or less"
CLEAR CREEK County,5/12/2020,21.3,21.3,0.053,0.029,"30,000 or less"
CLEAR CREEK County,5/11/2020,21.3,21.3,0.05,0.028,"30,000 or less"
CLEAR CREEK County,5/10/2020,10.6,10.6,0.048,0.028,"30,000 or less"
CLEAR CREEK County,5/9/2020,10.6,10.6,0.05,0.026,"30,000 or less"
CLEAR CREEK County,5/8/2020,10.6,10.6,0.056,0.029,"30,000 or less"
CLEAR CREEK County,5/7/2020,0,10.6,0,0.027,"30,000 or less"
CLEAR CREEK County,5/6/2020,0,21.3,0,0.056,"30,000 or less"
CLEAR CREEK County,5/5/2020,0,21.3,0,0.054,"30,000 or less"
CLEAR CREEK County,5/4/2020,0,21.3,0,0.057,"30,000 or less"
CLEAR CREEK County,5/3/2020,0,21.3,0,0.059,"30,000 or less"
CLEAR CREEK County,5/2/2020,0,21.3,0,0.061,"30,000 or less"
CLEAR CREEK County,5/1/2020,0,21.3,0,0.059,"30,000 or less"
CLEAR CREEK County,4/30/2020,10.6,21.3,0.045,0.059,"30,000 or less"
CLEAR CREEK County,4/29/2020,21.3,21.3,0.091,0.069,"30,000 or less"
CLEAR CREEK County,4/28/2020,21.3,21.3,0.091,0.071,"30,000 or less"
CLEAR CREEK County,4/27/2020,21.3,21.3,0.105,0.08,"30,000 or less"
CLEAR CREEK County,4/26/2020,21.3,21.3,0.105,0.083,"30,000 or less"
CLEAR CREEK County,4/25/2020,21.3,21.3,0.133,0.143,"30,000 or less"
CLEAR CREEK County,4/24/2020,21.3,21.3,0.118,0.136,"30,000 or less"
CLEAR CREEK County,4/23/2020,10.6,21.3,0.083,0.111,"30,000 or less"
CLEAR CREEK County,4/22/2020,0,42.6,0,0.133,"30,000 or less"
CLEAR CREEK County,4/21/2020,0,42.6,0,0.125,"30,000 or less"
CLEAR CREEK County,4/20/2020,0,53.2,0,0.176,"30,000 or less"
CLEAR CREEK County,4/19/2020,0,53.2,0,0.188,"30,000 or less"
CLEAR CREEK County,4/18/2020,0,53.2,0.167,0.188,"30,000 or less"
CLEAR CREEK County,4/17/2020,0,53.2,0.2,0.176,"30,000 or less"
CLEAR CREEK County,4/16/2020,10.6,53.2,0.167,0.167,"30,000 or less"
CLEAR CREEK County,4/15/2020,42.6,63.9,0.25,0.19,"30,000 or less"
CLEAR CREEK County,4/14/2020,42.6,85.2,0.2,0.174,"30,000 or less"
CLEAR CREEK County,4/13/2020,53.2,85.2,0.273,0.167,"30,000 or less"
CLEAR CREEK County,4/12/2020,53.2,85.2,0.273,0.167,"30,000 or less"
CLEAR CREEK County,4/11/2020,53.2,85.2,0.2,0.125,"30,000 or less"
CLEAR CREEK County,4/10/2020,53.2,85.2,0.167,0.12,"30,000 or less"
CLEAR CREEK County,4/9/2020,42.6,74.5,0.167,0.111,"30,000 or less"
CLEAR CREEK County,4/8/2020,21.3,42.6,0.154,0.071,"30,000 or less"
CLEAR CREEK County,4/7/2020,42.6,42.6,0.154,0.077,"30,000 or less"
CLEAR CREEK County,4/6/2020,31.9,31.9,0.077,0.042,"30,000 or less"
CLEAR CREEK County,4/5/2020,31.9,31.9,0.077,0.042,"30,000 or less"
CLEAR CREEK County,4/4/2020,31.9,31.9,0.071,0.043,"30,000 or less"
CLEAR CREEK County,4/3/2020,31.9,42.6,0.077,0.045,"30,000 or less"
CLEAR CREEK County,4/2/2020,31.9,42.6,0.067,0.08,"30,000 or less"
CLEAR CREEK County,4/1/2020,21.3,31.9,0,0.045,"30,000 or less"
CLEAR CREEK County,3/31/2020,0,10.6,0,0.095,"30,000 or less"
CLEAR CREEK County,3/30/2020,0,21.3,0,0.105,"30,000 or less"
CLEAR CREEK County,3/29/2020,0,31.9,0,0.1,"30,000 or less"
CLEAR CREEK County,3/28/2020,0,31.9,0,0.111,"30,000 or less"
CLEAR CREEK County,3/27/2020,10.6,42.6,0,0.125,"30,000 or less"
CLEAR CREEK County,3/26/2020,10.6,42.6,0.1,0.154,"30,000 or less"
CLEAR CREEK County,3/25/2020,10.6,42.6,0.143,0.222,"30,000 or less"
CLEAR CREEK County,3/24/2020,10.6,42.6,0.25,0.222,"30,000 or less"
CLEAR CREEK County,3/23/2020,21.3,42.6,0.25,0.222,"30,000 or less"
CLEAR CREEK County,3/22/2020,31.9,42.6,0.222,0.222,"30,000 or less"
CLEAR CREEK County,3/21/2020,31.9,42.6,0.222,0.222,"30,000 or less"
CLEAR CREEK County,3/20/2020,31.9,31.9,0.286,0.286,"30,000 or less"
CLEAR CREEK County,3/19/2020,31.9,31.9,0.333,0.333,"30,000 or less"
CLEAR CREEK County,3/18/2020,31.9,31.9,0.5,0.5,"30,000 or less"
CLEAR CREEK County,3/17/2020,31.9,31.9,0,0,"30,000 or less"
CLEAR CREEK County,3/16/2020,21.3,21.3,0,0,"30,000 or less"
CLEAR CREEK County,3/15/2020,10.6,10.6,0,0,"30,000 or less"
CONEJOS County,2/11/2022,389.8,1438.4,0.089,0.14,"30,000 or less"
CONEJOS County,2/10/2022,389.8,1545.9,0.08,0.149,"30,000 or less"
CONEJOS County,2/9/2022,363,1680.3,0.089,0.154,"30,000 or less"
CONEJOS County,2/8/2022,470.5,1801.3,0.118,0.165,"30,000 or less"
CONEJOS County,2/7/2022,578,1922.3,0.108,0.17,"30,000 or less"
CONEJOS County,2/6/2022,725.9,2056.7,0.137,0.179,"30,000 or less"
CONEJOS County,2/5/2022,752.8,2325.6,0.144,0.191,"30,000 or less"
CONEJOS County,2/4/2022,1048.5,2581,0.182,0.22,"30,000 or less"
CONEJOS County,2/3/2022,1156.1,2809.5,0.203,0.23,"30,000 or less"
CONEJOS County,2/2/2022,1317.4,3011.2,0.196,0.229,"30,000 or less"
CONEJOS County,2/1/2022,1330.8,3239.7,0.201,0.24,"30,000 or less"
CONEJOS County,1/31/2022,1344.3,3253.1,0.227,0.253,"30,000 or less"
CONEJOS County,1/30/2022,1330.8,3159,0.219,0.241,"30,000 or less"
CONEJOS County,1/29/2022,1572.8,3199.4,0.231,0.242,"30,000 or less"
CONEJOS County,1/28/2022,1532.5,2984.3,0.251,0.234,"30,000 or less"
CONEJOS County,1/27/2022,1653.4,2917.1,0.251,0.219,"30,000 or less"
CONEJOS County,1/26/2022,1693.8,2943.9,0.258,0.231,"30,000 or less"
CONEJOS County,1/25/2022,1908.9,2863.3,0.27,0.233,"30,000 or less"
CONEJOS County,1/24/2022,1908.9,2796.1,0.272,0.228,"30,000 or less"
CONEJOS County,1/23/2022,1828.2,2661.6,0.258,0.232,"30,000 or less"
CONEJOS County,1/22/2022,1626.6,2446.6,0.251,0.227,"30,000 or less"
CONEJOS County,1/21/2022,1451.8,2406.2,0.218,0.198,"30,000 or less"
CONEJOS County,1/20/2022,1263.6,2244.9,0.187,0.194,"30,000 or less"
CONEJOS County,1/19/2022,1250.2,2016.4,0.198,0.189,"30,000 or less"
CONEJOS County,1/18/2022,954.4,1747.5,0.186,0.182,"30,000 or less"
CONEJOS County,1/17/2022,887.2,1693.8,0.175,0.171,"30,000 or less"
CONEJOS County,1/16/2022,833.4,1613.1,0.197,0.173,"30,000 or less"
CONEJOS County,1/15/2022,820,1505.6,0.193,0.163,"30,000 or less"
CONEJOS County,1/14/2022,954.4,1411.5,0.177,0.164,"30,000 or less"
CONEJOS County,1/13/2022,981.3,1371.2,0.202,0.165,"30,000 or less"
CONEJOS County,1/12/2022,766.2,1183,0.181,0.158,"30,000 or less"
CONEJOS County,1/11/2022,793.1,1129.2,0.178,0.148,"30,000 or less"
CONEJOS County,1/10/2022,806.6,994.8,0.167,0.144,"30,000 or less"
CONEJOS County,1/9/2022,779.7,1008.2,0.153,0.138,"30,000 or less"
CONEJOS County,1/8/2022,685.6,914.1,0.139,0.123,"30,000 or less"
CONEJOS County,1/7/2022,457.1,685.6,0.141,0.111,"30,000 or less"
CONEJOS County,1/6/2022,389.8,618.4,0.107,0.087,"30,000 or less"
CONEJOS County,1/5/2022,416.7,591.5,0.114,0.085,"30,000 or less"
CONEJOS County,1/4/2022,336.1,483.9,0.083,0.061,"30,000 or less"
CONEJOS County,1/3/2022,188.2,322.6,0.07,0.051,"30,000 or less"
CONEJOS County,1/2/2022,228.5,336.1,0.089,0.051,"30,000 or less"
CONEJOS County,1/1/2022,228.5,363,0.074,0.052,"30,000 or less"
CONEJOS County,12/31/2021,228.5,349.5,0.06,0.048,"30,000 or less"
CONEJOS County,12/30/2021,228.5,309.2,0.056,0.044,"30,000 or less"
CONEJOS County,12/29/2021,174.8,242,0.049,0.036,"30,000 or less"
CONEJOS County,12/28/2021,147.9,188.2,0.041,0.031,"30,000 or less"
CONEJOS County,12/27/2021,134.4,188.2,0.04,0.03,"30,000 or less"
CONEJOS County,12/26/2021,107.5,147.9,0.029,0.023,"30,000 or less"
CONEJOS County,12/25/2021,134.4,188.2,0.038,0.027,"30,000 or less"
CONEJOS County,12/24/2021,121,228.5,0.04,0.036,"30,000 or less"
CONEJOS County,12/23/2021,80.7,228.5,0.032,0.036,"30,000 or less"
CONEJOS County,12/22/2021,67.2,268.9,0.026,0.042,"30,000 or less"
CONEJOS County,12/21/2021,40.3,268.9,0.021,0.044,"30,000 or less"
CONEJOS County,12/20/2021,53.8,309.2,0.02,0.045,"30,000 or less"
CONEJOS County,12/19/2021,40.3,336.1,0.016,0.051,"30,000 or less"
CONEJOS County,12/18/2021,53.8,322.6,0.014,0.047,"30,000 or less"
CONEJOS County,12/17/2021,107.5,363,0.032,0.049,"30,000 or less"
CONEJOS County,12/16/2021,147.9,403.3,0.038,0.052,"30,000 or less"
CONEJOS County,12/15/2021,201.6,470.5,0.057,0.058,"30,000 or less"
CONEJOS County,12/14/2021,228.5,524.3,0.064,0.062,"30,000 or less"
CONEJOS County,12/13/2021,255.4,537.7,0.065,0.064,"30,000 or less"
CONEJOS County,12/12/2021,295.7,537.7,0.076,0.066,"30,000 or less"
CONEJOS County,12/11/2021,268.9,510.8,0.075,0.062,"30,000 or less"
CONEJOS County,12/10/2021,255.4,510.8,0.065,0.062,"30,000 or less"
CONEJOS County,12/9/2021,255.4,470.5,0.07,0.064,"30,000 or less"
CONEJOS County,12/8/2021,268.9,443.6,0.059,0.056,"30,000 or less"
CONEJOS County,12/7/2021,295.7,470.5,0.061,0.059,"30,000 or less"
CONEJOS County,12/6/2021,282.3,510.8,0.062,0.062,"30,000 or less"
CONEJOS County,12/5/2021,242,537.7,0.051,0.065,"30,000 or less"
CONEJOS County,12/4/2021,242,551.1,0.047,0.066,"30,000 or less"
CONEJOS County,12/3/2021,255.4,618.4,0.057,0.077,"30,000 or less"
CONEJOS County,12/2/2021,215.1,631.8,0.056,0.07,"30,000 or less"
CONEJOS County,12/1/2021,174.8,604.9,0.051,0.073,"30,000 or less"
CONEJOS County,11/30/2021,174.8,631.8,0.056,0.083,"30,000 or less"
CONEJOS County,11/29/2021,228.5,645.2,0.061,0.08,"30,000 or less"
CONEJOS County,11/28/2021,295.7,672.1,0.075,0.084,"30,000 or less"
CONEJOS County,11/27/2021,309.2,658.7,0.084,0.089,"30,000 or less"
CONEJOS County,11/26/2021,363,672.1,0.093,0.082,"30,000 or less"
CONEJOS County,11/25/2021,416.7,672.1,0.079,0.076,"30,000 or less"
CONEJOS County,11/24/2021,430.2,739.3,0.083,0.091,"30,000 or less"
CONEJOS County,11/23/2021,457.1,833.4,0.096,0.101,"30,000 or less"
CONEJOS County,11/22/2021,416.7,806.6,0.089,0.099,"30,000 or less"
CONEJOS County,11/21/2021,376.4,739.3,0.091,0.094,"30,000 or less"
CONEJOS County,11/20/2021,349.5,766.2,0.092,0.103,"30,000 or less"
CONEJOS County,11/19/2021,309.2,725.9,0.074,0.105,"30,000 or less"
CONEJOS County,11/18/2021,255.4,739.3,0.074,0.117,"30,000 or less"
CONEJOS County,11/17/2021,309.2,820,0.102,0.13,"30,000 or less"
CONEJOS County,11/16/2021,376.4,793.1,0.107,0.125,"30,000 or less"
CONEJOS County,11/15/2021,389.8,779.7,0.115,0.12,"30,000 or less"
CONEJOS County,11/14/2021,363,779.7,0.099,0.116,"30,000 or less"
CONEJOS County,11/13/2021,416.7,806.6,0.116,0.123,"30,000 or less"
CONEJOS County,11/12/2021,416.7,873.8,0.144,0.139,"30,000 or less"
CONEJOS County,11/11/2021,483.9,887.2,0.164,0.136,"30,000 or less"
CONEJOS County,11/10/2021,510.8,873.8,0.154,0.132,"30,000 or less"
CONEJOS County,11/9/2021,416.7,833.4,0.144,0.122,"30,000 or less"
CONEJOS County,11/8/2021,389.8,873.8,0.124,0.125,"30,000 or less"
CONEJOS County,11/7/2021,416.7,887.2,0.13,0.122,"30,000 or less"
CONEJOS County,11/6/2021,389.8,873.8,0.13,0.118,"30,000 or less"
CONEJOS County,11/5/2021,457.1,860.3,0.134,0.106,"30,000 or less"
CONEJOS County,11/4/2021,403.3,820,0.107,0.103,"30,000 or less"
CONEJOS County,11/3/2021,363,725.9,0.108,0.084,"30,000 or less"
CONEJOS County,11/2/2021,416.7,685.6,0.103,0.079,"30,000 or less"
CONEJOS County,11/1/2021,483.9,712.5,0.125,0.081,"30,000 or less"
CONEJOS County,10/31/2021,470.5,685.6,0.113,0.08,"30,000 or less"
